title,price,storeName,rating,description
"Xiaomi Note 2 RAM 2/16 Garansi Distributor 1 Tahun - Hitam",Rp558.000,tami_cell,4.7,"Xiaomi Note 2 RAM 2/16 Garansi TokoReady : Putih dan HitamUn Wrapping untuk keperluan QC saat sebelum kirim.Apabila ada permintaan khusus wrapping please add to chart ke dalam pesanan utk tambahan wrapping maupun extra bubble pack yg tersedia di etalase. Terima KasihSpesifikasi :Shape BarDasar OS AndroidOS ver Android 5.0 lolipop with MIUI 9.0SIM Nano SIM , Dual SIM , Dual StandbyCPU Mediatek MT6795 Helio X10, Octa-core 2.0 GHz Cortex-A53Storage 16GBRAM 2GBExternal Storage microSD up to 128GB (2 + 1 card slot)Battery 3080 mAhLayar Ukuran Layar 5.5 inciResolusi 1280 x 720pikselNetwork Tipe 2G , 3G , 4G (LTE)2G GSM B2/3/5/83G WCDMA B1/2/5/84G (LTE) FDD-LTE B1/3/4/5/7/8/20TDD-LTE B38/40Speed HSPA, LTEKamera Kamera Utama 13 MPKamera Depan 5 MPLainnya Fitur Wi-Fi , Hotspot/Tethering , GPS , Bluetooth , FlashUkuran Dimensi 153 x 76.2 x 7.6mm"
"oppo a15 3/32gb",Rp1.620.000,"kingstar vivo",5,"Oppo A15 3/32garansi resmi oppowajib buka segel"
"Inone Handphone Lava Arc 108 Dual Sim Internet GPRS with FM Radio - Biru",Rp129.900,"Inone Official Shop",4.7,"Product name: Lava ARC 108 mobile phone simple and practical backup phone for the elderlyJaringan 2G/EDGEInternet:YesBluetooth : Yesscreen size: 2.4 inch QVGABattery Capacity: 1000mahProduct weight: 78.8gApplicable people: elderly, studentsOperation method: push-buttonMemory card: 32mb+32mbCommunication function: supportAdditional features: mobile phone / callOther feather: dual simPackage included: 1 x mobile phone"
"APPLE IPHONE 7 128GB ROSEGOLD GARANSI DISTRIBUTOR 1 TAHUN - SILVER, 128GB",Rp2.800.000,ELEPHONE,5,"Ready 4 Warna: Black Matte, Rose Gold, Gold, SilverDeskripsi:Ready Stok iPhone 7 32GB/128 DAN 256GB ALL OPERATOR udah pasti termurah , dan jamin 100% ORIGINAL ya! bukan barang replika / hdc! bisa dijamin sama tuhan! gak perlu muter2 lagi, tinggal dipilih aja!APPLE IPHONE 7 GARANSI DISTRIBUTOR 1 TAHUNGaransi toko 1tahun MESIN, 3 bulan LCD+BATERAI, IMEI TEMBUS-ALL UNIT FU (FACTORY UNLOCK) / BISA Semua Operator INDO- ALL Unit Tidak Ada Yang Sangkut ID iCloud Aktivasi ! iCloud AMAN !- ALL UNIT Fullset Komplit (Kotak - Charger - Kabeldata - handfree- buku- simejector) (ACC OEM , TIDAK ADA GARANSI UNTUK ACC)- ALL UNIT Sudah PASS QUALITY CHECK langsung dr saya, Dijamin HARDWARE/SOFTWARE Tidak Ada Rusak !Kami menjamin setiap transaksi anda dengan :GARANSI-Setiap produk yang anda beli bergaransi toko 1 Tahun yang dapat di claim dan TUKAR BARU bila produk yang anda terima cacat produksi setelah baru buka dengan syarat (Sertakan Video Unboxing ketika buka paketnya).Jika tidak, tidak terdapat ganti rugi produk yang kurang, rusak/cacat! Penjual tidak akan menanggung atas kerusakan tersebut!- Jika saat penilaian terdapat ranting dibawah 4 /atau merusak performa toko kita, maka garansinya dibatalkan!Kami menjamin setiap produk sebelum dikirim akan dicek terlebih dahulu! Jadi tidak akan ada produk yang cacat/rusak! Packingnya Bubblewrap+Dus!　Jadi terdapat barang rusak telah diperbolehkan return, mohon dipacking seperti itu juga bubble+dus!Garansi tidak berlaku apabila:a. Kerusakan di akibatkan oleh kesalahan user seperti tersiram cairan dan terjatuh / terbanting.b. Kerusakan di akibatkan oleh tegangan listrik yang tidak stabilc. Kerusakan di akibatkan oleh penggunaan kasar seperti, membuka kasar/paksa slot sim sehingga membuat rusak mesin bagian sim card, dll.d. Lecet yg terjadi karena pemakaian sehari harie. LCD Retak / Pecahf. Handphone sudah pernah dibongkar ataupun diperbaiki sendirig.Garansi tidak berlaku jika human error"
"TOMBOL LUAR ON OFF SAMSUNG J510 / J710 GALAXY J5 2016 / J72016",Rp8.500,"Toserba 219",4.8,
"IPHONE 8 SECOND - matte black, 64 gb",Rp2.900.000,"Planet Cellular22",5,"SELAMAT DATANG DI PLANET CELLULARHarap Menanyakan Stok Terlebih dahuluUnit batangan, jika fullset bisa tambah kotak dus dipemesananEX INTER / BEKAS USA / AUSBACA DESKRIPSI SEBELUM MEMBELI* Kondisi Mulus 85% - 93%* LCD ORIGINAL* Dapat diakses SEMUA PROVIDER (Pakai Kartu Jaringan Apa saja)* Dapat menggunakan iCloud Service (Hanya perlu Login Apple ID)* Battery Health tidak bisa request karena stok kami banyak dan BH random tapi dapat dipastikan Battery Health 85% ke atas* Bebas direset * Skor 3utool hijau semua*Sebelum dikirim kami akan melakukan QC (Quality check ) untuk mengurangi resiko retur GARANSI TOKO 1 MINGGUGaransi tidak berlaku (*void*) jika :* Terkena cairan* Segel Rusak/Hilang* Unit bekas jatuh (human error)* Barang yang dikirim harus dalam keadaan fisik bagus seperti yang diterima * Ongkos kirim & Retur ditanggung pembeli* Dll yang disebabkan Kelalaian Pengguna* BARANG SUDAH BELI TIDAK DAPAT DI KEMBALIKAN / BATAL * SELAMAT BERBELANJA"
"Apple iPhone 7 Plus 128GB RED Garansi 1 Tahun",Rp4.299.000,"MY IPHONESTORE",5,"Iphone 7 PLUS 128GB Garansi 1 TahunBISA SEMUA KARTU ALL OPERATOR( FREE TEMPERED GLASS + SOFTCASE TRANSPARAN + STICKER APPLE )SEBELUM ORDER WAJIB DIBACA :1. New Original 100% ( Jika tidak terbukti original, uang kembali 2x lipat )2. Produk 100% Original BUKAN SUPERCOPY / REPLIKA3. Fisik mulus 100% ( BUKAN SECOND )4. Mesin Normal 100%5. IMEI dan ICLOUD dijamin AMAN6. Garansi 1 Tahun7. Kelengkapan FULLSET8. SILENT CAM9. BATTERE HEALTH 100%KETENTUAN GARANSI :1. Segel harus dalam kondisi utuh, tidak boleh rusak atau terindikasi pernah dibongkar.2. Aksesoris [charger, headset, kabel data] harus dalam keadaan baik.3. Harap menjaga kondisi handphone dalam kondisi mulus tidak lecet / cacat fisik, lengkap dan segel utuh selama masa garansi.GARANSI HANGUS APABILA1. Segel bolong/lepas/sobek yang terindikasi pernah dibongkar.2. Body lecet / gompal bekas jatuh.3. LCD pecah / rusak karena kesalahan pemakaian.4. Handphone terkena cairan ataupun terbakar.* Dengan membeli maka kami anggap anda telah membaca dan"
"COFFEE STIK BLACK NEW",Rp42.000,WILLIAMS_STORE,5,"hrga per slopp isi 10 bngkus x 20 batng ISTIMEWA"
"iPhone 12 64GB/128GB/256GB [ Garansi Resmi IBOX ] - Merah, 64 gb",Rp14.499.999,"Olivia Cellular ITC Roxy Mas",,"Garansi Resmi IBOX 1 tahun100% OriginalImei TerdaftarBNIB GreenpeelOS iOS 14.1,upgradable iOS 14.4Layar 6.1 incSuper Retina XDR OLEDKamera Belakang 12MP + 12MPKamera Depan 12MPBaterai Li-Ion 2815mAhKelengkapan dalam box: unit hp, sim ejector, lightning cable. Utk adapter dan EarPods dijual secara terpisah, yaitu link sebagai di bawah:ADAPTER / KEPALA CHARGERhttps://www.tokopedia.com/oliviacellroxy/20w-usb-c-power-adapter-apple-ibox-non-ibox-non-pack-originalEARPODShttps://www.tokopedia.com/oliviacellroxy/apple-earpods-with-lightning-connector-original-ibox-non-ibox"
"[GARANSI RESMI APPLE] Apple iPhone XR 128GB - black",Rp9.100.000,"Planet Gadget",,"KENAPA HARUS BELI DI PLANET GADGET ?1. Planet Gadget adalah One Stop Shopping untuk kebutuhan khusus gadget yang memiliki toko resmi dengan luas cukup besar dan memiliki beberapa cabang di Denpasar2. TRUSTED SELLER bukan cuma seller musiman yang setelah barang jualannya laku terus menghilang entah ke mana.3. GARANSI RESMI Apple TAM 1 TAHUN**** BACA INI SEBELUM MEMBELI ****- BNIB (Brand New In Box)- Di Dalam box: Unit iPhone- Barang Asli dari APPLE- Barang New, Bukan replika2an / Refurbish / Second- GARANSI RESMI Apple TAM 1 TAHUN- PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBBLE WRAP (FREE).- Dapat menggunakan semua jenis operator indones"
"iPhone 12 mini 64GB/128GB [ Garansi Resmi IBOX ] - Merah, 64 gb",Rp12.599.999,"Olivia Cellular ITC Roxy Mas",,"Garansi Resmi IBOX 1 tahunGreenpeelBrand New in Box100% OriginalImei TerdaftarLayar 5.4 inc Super Retina XDR OLEDiOS 14.1,upgradable to iOS 14.4Chipset Apple A14 Bionic(5nm)Kamera Belakang 12MP+12MPKamera Depan 12MPKelengkapan dalam box: unit hp, sim ejector, lightning cable. Utk adapter dan EarPods dijual secara terpisah, yaitu link sebagai di bawah:ADAPTER / KEPALA CHARGERhttps://www.tokopedia.com/oliviacellroxy/20w-usb-c-power-adapter-apple-ibox-non-ibox-non-pack-originalEARPODShttps://www.tokopedia.com/oliviacellroxy/apple-earpods-with-lightning-connector-original-ibox-non-ibox"
,,,,
